aqs_id_full,geoid,area_land
840999999991,340170077032,0.360722
840999999991,340170077012,0.079658
840999999991,340170077013,0.033256
840999999991,340170076022,0.240719
840999999991,340170074004,0.140477
840999999991,340170076021,0.042006
840999999991,340170183012,0.203618
840999999991,360470001003,0.05504
840999999991,360470007003,0.049706
840999999991,360470049001,0.044634
840999999991,360470545001,0.023005
840999999991,360470525001,0.098872
840999999991,360470211001,0.061366
840999999991,360470553003,0.056377
840999999991,360470553002,0.055279
840999999991,360470557001,0.0443
840999999991,360470535004,0.045489
840999999991,360470037001,0.166448
840999999991,360470003013,0.02199
840999999991,360470011001,0.168507
840999999991,360470021001,0.136576
840999999991,360470005011,0.036793
840999999991,360470005021,0.05282
840999999991,360470551003,0.035225
840999999991,360470185012,0.032623
840999999991,360470545006,0.038014
840999999991,360470015021,0.142146
840999999991,360470549002,0.151012
840999999991,360470003015,0.071382
840999999991,360470211002,0.11231
840999999991,360470005012,0.01855
840999999991,360470031011,0.06331
840999999991,360470545005,0.032719
840999999991,360470547001,0.042181
840999999991,360470013002,0.023459
840999999991,360470023001,0.041827
840999999991,360470007002,0.041879
840999999991,360470029011,0.05374
840999999991,360470001004,0.035534
840999999991,360470555001,0.261669
840999999991,360470045002,0.043968
840999999991,360470557002,0.238193
840999999991,360470549001,0.04443
840999999991,360470001002,0.02358
840999999991,360470545002,0.026009
840999999991,360470005022,0.043979
840999999991,360470023002,0.035375
840999999991,360470015011,0.081121
840999999991,360470185013,0.024043
840999999991,360470525002,0.025272
840999999991,360470185011,0.029043
840999999991,360470031012,0.05812
840999999991,360470543001,0.955334
840999999991,360470545003,0.036069
840999999991,360470001001,0.093665
840999999991,360470043002,0.041883
840999999991,360470003014,0.060901
840999999991,360470009001,0.108416
840999999991,360470009002,0.055053
840999999991,360470013001,0.269708
840999999991,360470021002,0.113755
840999999991,360470021003,0.278624
840999999991,360470029012,0.055521
840999999991,360470045001,0.054501
840999999991,360470047001,0.283961
840999999991,360470547003,0.101964
840999999991,360470551004,0.021779
840999999991,360470023003,0.105012
840999999991,360470005013,0.028381
840999999991,360470545004,0.011951
840999999991,360470547002,0.02595
840999999991,360470015012,0.084119
840999999991,360470003011,0.022832
840999999991,360470551002,0.034304
840999999991,360470003012,0.02389
840999999991,360470007001,0.085189
840999999991,360470551001,0.140278
840999999991,360610079002,0.030964
840999999991,360610029011,0.036194
840999999991,360610083003,0.087399
840999999991,360610081003,0.022328
840999999991,360610044001,0.042683
840999999991,360610071001,0.024011
840999999991,360610069000,0
840999999991,360610006002,0.064678
840999999991,360610063001,0.052533
840999999991,360610040012,0.038741
840999999991,360610075001,0.0939
840999999991,360610038004,0.017764
840999999991,360610059005,0.017037
840999999991,360610002025,0.003144
840999999991,360610034001,0.038521
840999999991,360610022011,0.034177
840999999991,360610064004,0.053743
840999999991,360610055012,0.038166
840999999991,360610041004,0.030922
840999999991,360610057001,0.027196
840999999991,360610006003,0.020959
840999999991,360610037000,0
840999999991,360610068001,0.048993
840999999991,360610020002,0.022205
840999999991,360610006004,0.021493
840999999991,360610039003,0.07434
840999999991,360610030022,0.04143
840999999991,360610043003,0.06955
840999999991,360610073005,0.020115
840999999991,360610018004,0.021687
840999999991,360610038006,0.016836
840999999991,360610083001,0.040883
840999999991,360610064006,0.020547
840999999991,360610008003,0.017334
840999999991,360610008004,0.014371
840999999991,360610032003,0.032773
840999999991,360610081005,0.022242
840999999991,360610006006,0.052254
840999999991,360610068004,0.02612
840999999991,360610081002,0.040874
840999999991,360610031001,0.088496
840999999991,360610016005,0.035682
840999999991,360610058003,0.076519
840999999991,360610040022,0.018914
840999999991,360610087006,0.041854
840999999991,360610040023,0.017581
840999999991,360610029023,0.010482
840999999991,360610087003,0.021607
840999999991,360610002024,0.112847
840999999991,360610015028,0.031415
840999999991,360610029025,0.027455
840999999991,360610069003,0.023875
840999999991,360610021003,0.082411
840999999991,360610013004,0.042951
840999999991,360610007004,0.033269
840999999991,360610033004,0.063224
840999999991,360610044007,0.03639
840999999991,360610040013,0.035985
840999999991,360610317032,0.018695
840999999991,360610020000,0
840999999991,360610008006,0.105814
840999999991,360610016003,0.036846
840999999991,360610028004,0.092017
840999999991,360610037002,0.063572
840999999991,360610048007,0.024
840999999991,360610064003,0.016125
840999999991,360610015010,0
840999999991,360610025002,0.025738
840999999991,360610028001,0.019945
840999999991,360610032001,0.032799
840999999991,360610038007,0.034979
840999999991,360610048004,0.018855
840999999991,360610056003,0.024422
840999999991,360610063004,0.023184
840999999991,360610066004,0.016977
840999999991,360610066005,0.017036
840999999991,360610068002,0.026399
840999999991,360610081006,0.024038
840999999991,360610087005,0.040827
840999999991,360610002010,0
840999999991,360610007002,0.01083
840999999991,360610005002,0.122933
840999999991,360610069001,0.052145
840999999991,360610034002,0.035337
840999999991,360610012001,0.047666
840999999991,360610059001,0.023458
840999999991,360610007001,0.044608
840999999991,360610065005,0.024765
840999999991,360610050002,0.036352
840999999991,360610081001,0.040881
840999999991,360610042002,0.029591
840999999991,360610067002,0.040369
840999999991,360610063003,0.023201
840999999991,360610057002,0.080851
840999999991,360610054001,0.115694
840999999991,360610073003,0.034162
840999999991,360610022021,0.056108
840999999991,360610039002,0.095611
840999999991,360610020001,0.077124
840999999991,360610044000,0
840999999991,360610021004,0.030571
840999999991,360610077002,0.021697
840999999991,360610015026,0.013765
840999999991,360610010011,0.080143
840999999991,360610066007,0.017971
840999999991,360610020003,0.026950000000000002
840999999991,360610039000,0
840999999991,360610012003,0.036076
840999999991,360610016004,0.028874
840999999991,360610081004,0.023942
840999999991,360610048002,0.016059
840999999991,360610032002,0.015771
840999999991,360610059003,0.041801
840999999991,360610018003,0.040671
840999999991,360610059002,0.016494
840999999991,360610064005,0.019169
840999999991,360610010025,0.067319
840999999991,360610010021,0.040446
840999999991,360610008000,0
840999999991,360610041002,0.032684
840999999991,360610030011,0.031204
840999999991,360610015023,0.02333
840999999991,360610071003,0.050713
840999999991,360610032007,0.067615
840999999991,360610007003,0.015175
840999999991,360610040021,0.017575
840999999991,360610317033,0.091191
840999999991,360610065002,0.019976
840999999991,360610049001,0.136615
840999999991,360610018001,0.031191
840999999991,360610061001,0.056536
840999999991,360610028003,0.034427
840999999991,360610050001,0.034886
840999999991,360610038002,0.017046
840999999991,360610036013,0.056579
840999999991,360610065001,0.098138
840999999991,360610014011,0.056638
840999999991,360610049002,0.036368
840999999991,360610060002,0.037662
840999999991,360610027001,0.059282
840999999991,360610006005,0.039715
840999999991,360610014022,0.057077
840999999991,360610062002,0.089449
840999999991,360610055013,0.034705
840999999991,360610071005,0.037335
840999999991,360610056001,0.086633
840999999991,360610059004,0.017384
840999999991,360610008005,0.033697
840999999991,360610044004,0.053757
840999999991,360610040011,0.017016
840999999991,360610024003,0.052983
840999999991,360610029022,0.047697
840999999991,360610030012,0.028722
840999999991,360610025000,0
840999999991,360610060003,0.031074
840999999991,360610077005,0.027843
840999999991,360610317041,0.05756
840999999991,360610071002,0.022148
840999999991,360610060001,0.050208
840999999991,360610026011,0.053344
840999999991,360610034003,0.049691
840999999991,360610075002,0.041438
840999999991,360610007008,0.043194
840999999991,360610044003,0.037255
840999999991,360610016001,0.084532
840999999991,360610054003,0.027027
840999999991,360610007005,0.007903
840999999991,360610077001,0.040603
840999999991,360610018007,0.017675
840999999991,360610079000,0
840999999991,360610087004,0.020341
840999999991,360610029021,0.022983
840999999991,360610069002,0.05232
840999999991,360610008001,0.031489
840999999991,360610041005,0.047114
840999999991,360610026022,0.016711
840999999991,360610065003,0.036018
840999999991,360610067001,0.034729
840999999991,360610064002,0.033023
840999999991,360610038001,0.049204
840999999991,360610022014,0.056232
840999999991,360610050005,0.046138
840999999991,360610319001,0.099257
840999999991,360610087001,0.020406
840999999991,360610002011,0.024882
840999999991,360610013005,0.12968
840999999991,360610022013,0.039102
840999999991,360610083002,0.045876
840999999991,360610091004,0.046415
840999999991,360610055011,0.051576
840999999991,360610068005,0.024249
840999999991,360610041003,0.028939
840999999991,360610047001,0.042747
840999999991,360610060000,0
840999999991,360610032004,0.016816
840999999991,360610026023,0.034854
840999999991,360610069004,0.092146
840999999991,360610024000,0
840999999991,360610002021,0.055116
840999999991,360610075003,0.030394
840999999991,360610006001,0.041307
840999999991,360610044008,0.033027
840999999991,360610099012,0.223323
840999999991,360610015021,0.028604
840999999991,360610014012,0.036867
840999999991,360610317044,0.060515
840999999991,360610009002,0.043449
840999999991,360610062000,0
840999999991,360610025001,0.035945
840999999991,360610037001,0.177415
840999999991,360610043001,0.054068
840999999991,360610052002,0.085309
840999999991,360610015027,0.016612
840999999991,360610007009,0.020067
840999999991,360610002012,0.065351
840999999991,360610015025,0.006334
840999999991,360610033003,0.048621
840999999991,360610010020,0
840999999991,360610029024,0.015213
840999999991,360610009000,0
840999999991,360610063005,0.030201
840999999991,360610044005,0.028225
840999999991,360610044002,0.113064
840999999991,360610050003,0.026082
840999999991,360610091003,0.023184
840999999991,360610042003,0.020522
840999999991,360610010024,0.009732
840999999991,360610002026,0.083226
840999999991,360610042001,0.035454
840999999991,360610031002,0.116473
840999999991,360610029013,0.034461
840999999991,360610033002,0.143992
840999999991,360610029012,0.0744
840999999991,360610021002,0.063081
840999999991,360610007006,0.017486
840999999991,360610007007,0.060697
840999999991,360610015024,0.033888
840999999991,360610317030,0
840999999991,360610317042,0.027333
840999999991,360610037003,0.142392
840999999991,360610018006,0.01665
840999999991,360610002020,0
840999999991,360610317043,0.079635
840999999991,360610079004,0.032808
840999999991,360610010022,0.028951
840999999991,360610010023,0.053234
840999999991,360610015013,0.112827
840999999991,360610025003,0.040388
840999999991,360610028002,0.037237
840999999991,360610032005,0.017438
840999999991,360610048001,0.01607
840999999991,360610050004,0.02301
840999999991,360610061002,0.03077
840999999991,360610066006,0.017914
840999999991,360610068006,0.024279
840999999991,360610073001,0.024602
840999999991,360610079001,0.161705
840999999991,360610063002,0.049069
840999999991,360610033001,0.08584
840999999991,360610013001,0.021417
840999999991,360610055021,0.044356
840999999991,360610036011,0.020483
840999999991,360610005001,0.720985
840999999991,360610073004,0.034897
840999999991,360610026021,0.052125
840999999991,360610038003,0.031465
840999999991,360610067003,0.029122
840999999991,360610002023,0.027252
840999999991,360610089002,0.040804
840999999991,360610036012,0.02275
840999999991,360610015011,0.098114
840999999991,360610055022,0.07113
840999999991,360610013002,0.057919
840999999991,360610045001,0.104948
840999999991,360610021001,0.061166
840999999991,360610071004,0.03079
840999999991,360610039001,0.120504
840999999991,360610041001,0.025999
840999999991,360610036021,0.037938
840999999991,360610067004,0.064263
840999999991,360610049003,0.034335
840999999991,360610077004,0.031245
840999999991,360610056002,0.06337
840999999991,360610064001,0.036587
840999999991,360610012002,0.036855
840999999991,360610079003,0.048725
840999999991,360610030014,0.03085
840999999991,360610041006,0.02562
840999999991,360610030021,0.037102
840999999991,360610039004,0.040617
840999999991,360610043002,0.025621
840999999991,360610087002,0.020408
840999999991,360610047002,0.122673
840999999991,360610066003,0.016874
840999999991,360610089001,0.020377
840999999991,360610040024,0.03252
840999999991,360610317031,0.138163
840999999991,360610013003,0.065249
840999999991,360610022012,0.032157
840999999991,360610002022,0.028455
840999999991,360610014021,0.056843
840999999991,360610030013,0.033374
840999999991,360610066008,0.035532
840999999991,360610032006,0.03447
840999999991,360610061003,0.054872
840999999991,360610054002,0.025238
840999999991,360610024002,0.075138
840999999991,360610006000,0
840999999991,360610018002,0.032631
840999999991,360610018005,0.062459
840999999991,360610062001,0.200599
840999999991,360610048003,0.021645
840999999991,360610058002,0.049481
840999999991,360610044006,0.031007
840999999991,360610052001,0.083584
840999999991,360610016002,0.021447
840999999991,360610015012,0.059871
840999999991,360610073006,0.039514
840999999991,360610010010,0
840999999991,360610038005,0.035076
840999999991,360610025004,0.029446
840999999991,360610024001,0.054216
840999999991,360610075000,0
840999999991,360610026012,0.052703
840999999991,360610008002,0.018003
840999999991,360610073002,0.012009
840999999991,360610068003,0.024401
840999999991,360610065004,0.02223
840999999991,360610036022,0.051073
840999999991,360610009001,0.255437
840999999991,360610048005,0.044392
840999999991,360610077003,0.057392
840999999991,360610034004,0.036708
840999999991,360610044009,0.034604
840999999991,360610048006,0.034742
840999999991,360610015022,0.054846
840999999992,360050161002,0.051294
840999999992,360050027024,0.021661
840999999992,360050369022,0.043551
840999999992,360050181012,0.015612
840999999992,360050363002,0.013451
840999999992,360050062001,0.071873
840999999992,360050065003,0.025211
840999999992,360050093011,0.071362
840999999992,360050373003,0.042956
840999999992,360050076003,0.027238
840999999992,360050151004,0.060697
840999999992,360050020012,0.062426
840999999992,360050075003,0.035972
840999999992,360050050014,0.01962
840999999992,360050147023,0.013164
840999999992,360050173002,0.026115
840999999992,360050020021,0.075955
840999999992,360050078001,0.099723
840999999992,360050048001,0.065215
840999999992,360050218001,0.016937
840999999992,360050147024,0.026162
840999999992,360050070002,0.032371
840999999992,360050002000,0
840999999992,360050147012,0.067767
840999999992,360050044001,0.063362
840999999992,360050064002,0.019954
840999999992,360050019042,0.069988
840999999992,360050056002,0.020552
840999999992,360050027022,0.033737
840999999992,360050064004,0.03887
840999999992,360050131001,0.064958
840999999992,360050072002,0.065799
840999999992,360050051003,0.067958
840999999992,360050070003,0.057593
840999999992,360050039004,0.026702
840999999992,360050042004,0.039725
840999999992,360050123006,0.110927
840999999992,360050212001,0.021277
840999999992,360050067004,0.039183
840999999992,360050153002,0.024893
840999999992,360050093022,0.893176
840999999992,360050093014,0.107526
840999999992,360050117011,0.086067
840999999992,360050123005,0.041788
840999999992,360050019031,0.163624
840999999992,360050185022,0.076383
840999999992,360050157004,0.066258
840999999992,360050216022,0.028057
840999999992,360050020011,0.117921
840999999992,360050131004,0.040398
840999999992,360050127011,0.04089
840999999992,360050092003,0.098016
840999999992,360050064001,0.078379
840999999992,360050363001,0.020287
840999999992,360050141001,0.055933
840999999992,360050089001,0.060574
840999999992,360050043003,0.038688
840999999992,360050041002,0.078284
840999999992,360050218002,0.038623
840999999992,360050033001,0.078317
840999999992,360050074001,0.062615
840999999992,360050016001,0.077719
840999999992,360050079002,0.023
840999999992,360050031001,0.154703
840999999992,360050363004,0.070945
840999999992,360050365022,0.051804
840999999992,360050056001,0.059789
840999999992,360050225004,0.047291
840999999992,360050086002,0.060095
840999999992,360050092001,0.07535
840999999992,360050062003,0.036136
840999999992,360050070001,0.114927
840999999992,360050363003,0.037299
840999999992,360050043004,0.038094
840999999992,360050371002,0.066953
840999999992,360050369021,0.018855
840999999992,360050046001,0.135341
840999999992,360050155002,0.083354
840999999992,360050123002,0.048842000000000003
840999999992,360050119003,0.017103
840999999992,360050129012,0.076789
840999999992,360050004003,0.299603
840999999992,360050024000,0
840999999992,360050035003,0.040224
840999999992,360050041004,0.050659
840999999992,360050076004,0.0674
840999999992,360050079004,0.051666
840999999992,360050151003,0.059214
840999999992,360050175004,0.040628
840999999992,360050181021,0.031207
840999999992,360050361002,0.03762
840999999992,360050363006,0.048902
840999999992,360050361005,0.029932
840999999992,360050050011,0.039012
840999999992,360050062002,0.03465
840999999992,360050064003,0.029982
840999999992,360050067006,0.02425
840999999992,360050069003,0.01845
840999999992,360050078004,0.033326
840999999992,360050085004,0.015443
840999999992,360050086003,0.064379
840999999992,360050115023,0.088039
840999999992,360050119005,0.033834
840999999992,360050133004,0.025093
840999999992,360050147011,0.041236
840999999992,360050147021,0.019172
840999999992,360050161004,0.033844
840999999992,360050175006,0.013207
840999999992,360050177022,0.047627
840999999992,360050212003,0.024314
840999999992,360050216014,0.021753
840999999992,360050216025,0.029214
840999999992,360050240003,0.080647
840999999992,360050185024,0.070247
840999999992,360050050022,0.023491
840999999992,360050181023,0.014292
840999999992,360050060001,0.096668
840999999992,360050175001,0.024334
840999999992,360050093016,0.135531
840999999992,360050048002,0.085619
840999999992,360050028004,0.037864
840999999992,360050086001,0.063184
840999999992,360050076002,0.04027
840999999992,360050216026,0.015572
840999999992,360050216013,0.010492
840999999992,360050121021,0.049643
840999999992,360050019041,0.012091
840999999992,360050076001,0.016636
840999999992,360050079001,0.053848
840999999992,360050075002,0.109062
840999999992,360050052002,0.023898
840999999992,360050131002,0.070577
840999999992,360050093021,0.870256
840999999992,360050050021,0.045659
840999999992,360050076005,0.065673
840999999992,360050089002,0.049717
840999999992,360050177021,0.02282
840999999992,360050050024,0.022468
840999999992,360050067005,0.013427
840999999992,360050183023,0.02561
840999999992,360050159002,0.039969
840999999992,360050056003,0.055847
840999999992,360050093013,0.104757
840999999992,360050135001,0.051627
840999999992,360050084001,0.040655
840999999992,360050054003,0.057695
840999999992,360050177012,0.01599
840999999992,360050167001,0.032864
840999999992,360050210017,0.042949
840999999992,360050043002,0.101984
840999999992,360050135002,0.061415
840999999992,360050395004,0.181094
840999999992,360050050013,0.019649
840999999992,360050083006,0.053986
840999999992,360050083001,0.036194
840999999992,360050068001,0.040245
840999999992,360050141003,0.07404
840999999992,360050225002,0.047014
840999999992,360050369011,0.065213
840999999992,360050119001,0.056548
840999999992,360050002001,0.089013
840999999992,360050119004,0.017987
840999999992,360050042003,0.092532
840999999992,360050028003,0.038424
840999999992,360050075004,0.024435
840999999992,360050054001,0.046656
840999999992,360050083005,0.019593
840999999992,360050365013,0.033542
840999999992,360050123004,0.008811
840999999992,360050020013,0.019051
840999999992,360050037001,0.165973
840999999992,360050074002,0.063165
840999999992,360050079005,0.011577
840999999992,360050212002,0.020062
840999999992,360050135003,0.054359
840999999992,360050131003,0.055034
840999999992,360050218003,0.074117
840999999992,360050054002,0.070066
840999999992,360050369012,0.033519
840999999992,360050365011,0.029658
840999999992,360050155001,0.031627
840999999992,360050027021,0.053858
840999999992,360050177024,0.023906
840999999992,360050173001,0.048882
840999999992,360050185021,0.039913
840999999992,360050145003,0.038947
840999999992,360050212005,0.016938
840999999992,360050161003,0.016113
840999999992,360050068002,0.056218
840999999992,360050141002,0.047192
840999999992,360050071001,0.05364
840999999992,360050028001,0.261929
840999999992,360050169001,0.092914
840999999992,360050042006,0.111566
840999999992,360050149002,0.033506
840999999992,360050363005,0.030582
840999999992,360050028002,0.076371
840999999992,360050067003,0.024721
840999999992,360050173004,0.046131
840999999992,360050078002,0.143098
840999999992,360050121011,0.048195
840999999992,360050216021,0.024681
840999999992,360050127012,0.067828
840999999992,360050161001,0.137874
840999999992,360050035002,0.017641
840999999992,360050061002,0.024501
840999999992,360050145004,0.066578
840999999992,360050098005,0.084949
840999999992,360050073002,0.026196
840999999992,360050004000,0
840999999992,360050016002,0.075475
840999999992,360050085002,0.05432
840999999992,360050085003,0.045353
840999999992,360050052001,0.158791
840999999992,360050133003,0.018479
840999999992,360050072001,0.072062
840999999992,360050042005,0.085177
840999999992,360050185023,0.041059
840999999992,360050153003,0.061826
840999999992,360050123001,0.059777
840999999992,360050065002,0.064919
840999999992,360050143001,0.129711
840999999992,360050183021,0.029514
840999999992,360050044003,0.105856
840999999992,360050145002,0.029111
840999999992,360050173003,0.044145
840999999992,360050359001,0.134331
840999999992,360050159001,0.063632
840999999992,360050061001,0.048812
840999999992,360050001000,0
840999999992,360050145001,0.047267000000000003
840999999992,360050151001,0.033848
840999999992,360050075001,0.058153
840999999992,360050019021,0.469741
840999999992,360050004004,0.084154
840999999992,360050149001,0.070408
840999999992,360050074003,0.061382
840999999992,360050216023,0.033458
840999999992,360050212004,0.018428
840999999992,360050042001,0.045515
840999999992,360050117021,1.136797
840999999992,360050185011,0.184081
840999999992,360050061003,0.019357
840999999992,360050093015,0.089185
840999999992,360050093012,0.062407
840999999992,360050060002,0.239821
840999999992,360050019040,0
840999999992,360050216011,0.051713
840999999992,360050133001,0.052079
840999999992,360050085001,0.049332
840999999992,360050361001,0.034522
840999999992,360050073001,0.05153
840999999992,360050027012,0.043299
840999999992,360050044004,0.077162
840999999992,360050133002,0.065519
840999999992,360050157001,0.118351
840999999992,360050077001,0.112816
840999999992,360050153001,0.150117
840999999992,360050067001,0.051132
840999999992,360050025001,0.021713
840999999992,360050218005,0.108005
840999999992,360050087002,0.039038
840999999992,360050027023,0.046205
840999999992,360050040011,0.123145
840999999992,360050115022,0.0431
840999999992,360050043001,0.046629
840999999992,360050033002,0.034761
840999999992,360050119002,0.041527
840999999992,360050087001,0.108388
840999999992,360050083003,0.034868
840999999992,360050123003,0.033182
840999999992,360050167002,0.172973
840999999992,360050038001,0.063397
840999999992,360050098001,0.10749
840999999992,360050039001,0.042693
840999999992,360050004001,0.062874
840999999992,360050083002,0.027849
840999999992,360050033003,0.039307
840999999992,360050240001,0.126588
840999999992,360050079006,0.031241
840999999992,360050216012,0.080089
840999999992,360050085005,0.017208
840999999992,360050087004,0.018316
840999999992,360050147013,0.02946
840999999992,360050147022,0.057808
840999999992,360050171001,0.174588
840999999992,360050177011,0.04609
840999999992,360050181013,0.014923
840999999992,360050361003,0.052537
840999999992,360050334001,3.067606
840999999992,360050216024,0.03451
840999999992,360050024001,0.691445
840999999992,360050001001,1.67721
840999999992,360050016003,0.022972
840999999992,360050016004,0.308912
