id,sediff,diff,yhat1,yhat0,se1,se0,date,aqs_id_full,treated,area,name,model,percentchg,observed,bgmean
15541,0.29719961634950115,-1.092971651961319,5.5,6.592971651961319,0,0.29719961634950115,2025-01-05,840999999991,FALSE,crz,New York,M9,-0.16577830296542756,NA,NA
15545,0.31712077372035175,-2.8331980199604025,4.4,7.233198019960403,0,0.31712077372035175,2025-01-05,840999999995,FALSE,crz,New York,M9,-0.3916936895882069,NA,NA
15546,0.2890546579071335,-1.181772358840975,4.71,5.891772358840975,0,0.2890546579071335,2025-01-05,840999999996,FALSE,crz,New York,M9,-0.2005801118686555,NA,NA
15553,0.2739542292329951,-1.3087258749012614,3.78,5.088725874901261,0,0.2739542292329951,2025-01-05,840999999913,FALSE,crz,New York,M9,-0.25718144523291997,NA,NA
15554,0.29166874295901185,-1.0321839103639807,4.7700000000000005,5.802183910363981,0,0.29166874295901185,2025-01-05,840999999914,FALSE,crz,New York,M9,-0.17789575896073762,NA,NA
15556,0.33067384833148294,-1.5312747075693711,6.210000000000001,7.741274707569372,0,0.33067384833148294,2025-01-05,840999999916,FALSE,crz,New York,M9,-0.19780653256912584,NA,NA
15583,0.3021235330463982,-0.8984481446641173,5.69,6.588448144664118,0,0.3021235330463982,2025-01-05,840999999991,TRUE,crz,New York,M9,-0.13636718768011502,NA,NA
15587,0.3190290722419485,-1.9293206146800528,5.31,7.239320614680053,0,0.3190290722419485,2025-01-05,840999999995,TRUE,crz,New York,M9,-0.26650575618487377,NA,NA
15588,0.2882124819717674,2.4921837434678915,8.38,5.887816256532109,0,0.2882124819717674,2025-01-05,840999999996,TRUE,crz,New York,M9,0.4232781110828642,NA,NA
15595,0.27472029819498334,0.3247152604780619,5.41,5.0852847395219385,0,0.27472029819498334,2025-01-05,840999999913,TRUE,crz,New York,M9,0.06385389945904739,NA,NA
15596,0.2917354339400087,-0.4518689351534113,5.35,5.8018689351534105,0,0.2917354339400087,2025-01-05,840999999914,TRUE,crz,New York,M9,-0.07788334073104379,NA,NA
15598,0.33533402913487814,2.0085118510434827,9.75,7.741488148956517,0,0.33533402913487814,2025-01-05,840999999916,TRUE,crz,New York,M9,0.2594477718491647,NA,NA
15625,0.388590451519146,-0.4957374309737668,9.34,9.835737430973767,0,0.388590451519146,2025-01-06,840999999991,TRUE,crz,New York,M9,-0.05040165360785636,NA,NA
15629,0.41356083351041606,-2.823094864780955,7.98,10.803094864780956,0,0.41356083351041606,2025-01-06,840999999995,TRUE,crz,New York,M9,-0.26132278760084704,NA,NA
15630,0.3755049165433008,5.293823202071403,14.27,8.976176797928597,0,0.3755049165433008,2025-01-06,840999999996,TRUE,crz,New York,M9,0.5897636957521872,NA,NA
15637,0.3644513812766527,-0.8646680357003089,7.27,8.134668035700308,0,0.3644513812766527,2025-01-06,840999999913,TRUE,crz,New York,M9,-0.10629420056301907,NA,NA
15638,0.37048913316899845,-0.2578568959353507,8.609999999999998,8.867856895935349,0,0.37048913316899845,2025-01-06,840999999914,TRUE,crz,New York,M9,-0.02907770151924096,NA,NA
15640,0.42862888149946793,2.205145012239473,13.63,11.424854987760527,0,0.42862888149946793,2025-01-06,840999999916,TRUE,crz,New York,M9,0.1930129541776985,NA,NA
15667,0.41689999720467125,-2.4909528278292465,7.090000000000001,9.580952827829247,0,0.41689999720467125,2025-01-07,840999999991,TRUE,crz,New York,M9,-0.2599900941578501,NA,NA
15671,0.44095829085496996,-4.009127859553158,6.55,10.559127859553158,0,0.44095829085496996,2025-01-07,840999999995,TRUE,crz,New York,M9,-0.37968361713945725,NA,NA
15672,0.4115253349047421,-1.7939421619055747,6.94,8.733942161905576,0,0.4115253349047421,2025-01-07,840999999996,TRUE,crz,New York,M9,-0.2053989056316548,NA,NA
15679,0.39173283252230034,-1.6899737576565956,6.22,7.909973757656595,0,0.39173283252230034,2025-01-07,840999999913,TRUE,crz,New York,M9,-0.21365099423000694,NA,NA
15680,0.41789771112722035,-1.6134601083063356,7.01,8.623460108306336,0,0.41789771112722035,2025-01-07,840999999914,TRUE,crz,New York,M9,-0.1871012433573166,NA,NA
15682,0.4597290980396187,-2.1303643347491246,9.05,11.180364334749125,0,0.4597290980396187,2025-01-07,840999999916,TRUE,crz,New York,M9,-0.19054516212211858,NA,NA
15709,0.38688900385332997,-2.742203988248553,4.2700000000000005,7.012203988248554,0,0.38688900385332997,2025-01-08,840999999991,TRUE,crz,New York,M9,-0.39106163951363837,NA,NA
15713,0.4128427715583491,-2.863896044750642,4.650000000000001,7.513896044750643,0,0.4128427715583491,2025-01-08,840999999995,TRUE,crz,New York,M9,-0.381146615243821,NA,NA
15714,0.36938839383507915,-1.9102596995596182,4.379999999999999,6.290259699559617,0,0.36938839383507915,2025-01-08,840999999996,TRUE,crz,New York,M9,-0.3036853469966202,NA,NA
15721,0.35273241939209904,-1.340036862711819,3.9799999999999995,5.320036862711818,0,0.35273241939209904,2025-01-08,840999999913,TRUE,crz,New York,M9,-0.25188488299848977,NA,NA
15722,0.37643827538560454,-1.5174986851193402,4.679999999999999,6.197498685119339,0,0.37643827538560454,2025-01-08,840999999914,TRUE,crz,New York,M9,-0.2448566368820648,NA,NA
15724,0.42539178094040636,-1.0206679059184804,7.01,8.030667905918481,0,0.42539178094040636,2025-01-08,840999999916,TRUE,crz,New York,M9,-0.12709626619801617,NA,NA
15751,0.5088595625024057,-6.664340732510206,4,10.664340732510206,0,0.5088595625024057,2025-01-09,840999999991,TRUE,crz,New York,M9,-0.6249182110427123,NA,NA
