model,att,se_att,t,df,p_value,stars,type,area,aqs_id_full,week,month,spec
cbsa1,-1.2052964359546143,0.021666716893733378,-55.628937317366244,148,0,***,per_sensor,NA,840360850055,NA,NA,1
cbsa1,-1.2044461384110388,0.021654542547269718,-55.62094584920703,148,0,***,per_sensor,NA,840360850111,NA,NA,1
cbsa1,-1.2072628332366073,0.021691894203863176,-55.65502126695797,148,0,***,per_sensor,NA,840360870005,NA,NA,1
cbsa1,-1.2016481421393646,0.02172047697522876,-55.32328518889299,148,0,***,per_sensor,NA,840361030009,NA,NA,1
cbsa1,-1.226109622965663,0.021954015384920783,-55.8489916977931,148,0,***,per_sensor,NA,840361192004,NA,NA,1
cbsa1,-1.212050633298473,0.02168575918222051,-55.89154721833287,148,0,***,per_sensor,NA,840999999910,NA,NA,1
cbsa1,-1.243107943039444,0.02282257684196283,-54.468342976670286,148,0,***,per_sensor,NA,840999999911,NA,NA,1
cbsa1,-1.2286808527757866,0.022049326828331155,-55.72418887623617,148,0,***,per_sensor,NA,840999999912,NA,NA,1
cbsa1,-1.227830542043164,0.02204427477102572,-55.69838676012988,148,0,***,per_sensor,NA,840999999913,NA,NA,1
cbsa1,-1.240972848173005,0.022582038587892924,-54.95397784141317,148,0,***,per_sensor,NA,840999999914,NA,NA,1
cbsa1,-1.2629001362834313,0.024426830186075086,-51.70135161472438,148,0,***,per_sensor,NA,840999999915,NA,NA,1
cbsa1,-1.2098770207833198,0.021641707254079576,-55.90487878701213,148,0,***,per_sensor,NA,840999999916,NA,NA,1
cbsa1,-1.2485766623859396,0.02308343260830656,-54.0897310886354,148,0,***,per_sensor,NA,840999999917,NA,NA,1
cbsa1,-1.2325145111482405,0.022142802263377403,-55.662083619232355,148,0,***,per_sensor,NA,840999999918,NA,NA,1
cbsa1,-1.2214057133933003,0.021921467237796106,-55.71733407002073,148,0,***,per_sensor,NA,840999999991,NA,NA,1
cbsa1,-1.2139902848147486,0.02175992643525534,-55.790183318260056,148,0,***,per_sensor,NA,840999999992,NA,NA,1
cbsa1,-1.2031436370841817,0.021667375963106344,-55.52788852387149,148,0,***,per_sensor,NA,840999999993,NA,NA,1
cbsa1,-1.2111317866216325,0.02167239020636289,-55.88362774430165,148,0,***,per_sensor,NA,840999999994,NA,NA,1
cbsa1,-1.2014581192734295,0.021635282373582324,-55.53235213331281,148,0,***,per_sensor,NA,840999999995,NA,NA,1
cbsa1,-1.2511394192420398,0.023231162697765543,-53.8560826902727,148,0,***,per_sensor,NA,840999999996,NA,NA,1
cbsa1,-1.2376236216042509,0.022591341310663884,-54.78309608026905,148,0,***,per_sensor,NA,840999999997,NA,NA,1
cbsa1,-1.2461510622542578,0.02295970683502789,-54.275565067455446,148,0,***,per_sensor,NA,840999999998,NA,NA,1
cbsa1,-1.2413133392732434,0.022536046230155746,-55.08123858976769,148,0,***,per_sensor,NA,840999999999,NA,NA,1
cbsa1,-1.643361724381599,0.017974622128064957,-91.42677451982206,167,0,***,per_week,NA,NA,1,NA,1
cbsa1,-2.4915345166144145,0.016993903716721912,-146.6134302127861,293,0,***,per_week,NA,NA,2,NA,1
cbsa1,-2.503741127162788,0.018291533034631286,-136.87978598745468,293,0,***,per_week,NA,NA,3,NA,1
cbsa1,-2.6501052330171855,0.019770580207273656,-134.04286597730723,293,0,***,per_week,NA,NA,4,NA,1
cbsa1,-2.2463024406063963,0.018037394746288064,-124.5358585429121,293,0,***,per_week,NA,NA,5,NA,1
cbsa1,-1.8670947429293359,0.015399395361986931,-121.24467870590674,293,0,***,per_week,NA,NA,6,NA,1
cbsa1,-1.7465600054607495,0.015539913450254707,-112.39187470713503,293,0,***,per_week,NA,NA,7,NA,1
cbsa1,-1.6158108055523992,0.015750801256158267,-102.58594336085903,293,0,***,per_week,NA,NA,8,NA,1
cbsa1,-1.574234953779976,0.01566960766217509,-100.46422269908047,293,0,***,per_week,NA,NA,9,NA,1
cbsa1,-1.281943516927678,0.013789809425974901,-92.96310611174731,293,0,***,per_week,NA,NA,10,NA,1
cbsa1,-1.2674855225619421,0.014719620988950953,-86.10857056125016,293,0,***,per_week,NA,NA,11,NA,1
cbsa1,-1.0595355785696992,0.013891144597120585,-76.27417389272041,293,0,***,per_week,NA,NA,12,NA,1
cbsa1,-1.0892821227466287,0.01637690814134643,-66.51329502157623,293,0,***,per_week,NA,NA,13,NA,1
cbsa1,-0.8397322679847253,0.013747602863985586,-61.08208654939843,293,0,***,per_week,NA,NA,14,NA,1
cbsa1,-0.7195006893467869,0.013845770524977515,-51.96537730051361,293,0,***,per_week,NA,NA,15,NA,1
cbsa1,-0.6813558728037387,0.01646214093221702,-41.38926252722694,293,0,***,per_week,NA,NA,16,NA,1
cbsa1,-0.5467547217877589,0.01555011885426897,-35.16080660937575,293,0,***,per_week,NA,NA,17,NA,1
cbsa1,-0.43523154547195536,0.01647360448455406,-26.419934136456664,293,0,***,per_week,NA,NA,18,NA,1
cbsa1,-0.27246341246858985,0.015300209249337053,-17.807822627026848,293,0,***,per_week,NA,NA,19,NA,1
cbsa1,-0.148169667281193,0.01471043883437729,-10.072416530153445,293,0,***,per_week,NA,NA,20,NA,1
cbsa1,-0.019363717475647246,0.01256505048645462,-1.541077570402262,293,0.12437718407105303, ,per_week,NA,NA,21,NA,1
cbsa1,0.07729371153254633,0.019313690196981117,4.002016742746964,209,8.719718459548886e-5,***,per_week,NA,NA,22,NA,1
cbsa1,-2.385443194017916,0.008840328259764154,-269.83649519837576,1175,0,***,per_month,NA,NA,NA,1,1
cbsa1,-1.8157319260560965,0.008053624988319484,-225.4552364543333,1175,0,***,per_month,NA,NA,NA,2,1
cbsa1,-1.2210749087882322,0.007031979945082588,-173.64596007446252,1301,0,***,per_month,NA,NA,NA,3,1
cbsa1,-0.6956404599547882,0.0072247854658771616,-96.28527563071805,1259,0,***,per_month,NA,NA,NA,4,1
