id,sediff,diff,yhat1,yhat0,se1,se0,date,aqs_id_full,treated,area,name,model,percentchg,observed,bgmean
15541,0.30167836753659605,-1.093835691991039,5.5,6.593835691991039,0,0.30167836753659605,2025-01-05,840999999991,FALSE,crz,New York,M9,-0.1658876173271388,NA,NA
15545,0.31273413134408135,-2.836162534279287,4.4,7.236162534279288,0,0.31273413134408135,2025-01-05,840999999995,FALSE,crz,New York,M9,-0.39194290079082156,NA,NA
15546,0.2892554096032043,-1.1848028416368588,4.71,5.894802841636859,0,0.2892554096032043,2025-01-05,840999999996,FALSE,crz,New York,M9,-0.20099108883985417,NA,NA
15553,0.27706098926197575,-1.3097909192383241,3.78,5.0897909192383235,0,0.27706098926197575,2025-01-05,840999999913,FALSE,crz,New York,M9,-0.2573368808309186,NA,NA
15554,0.2928550307570312,-1.0326135835314207,4.7700000000000005,5.802613583531421,0,0.2928550307570312,2025-01-05,840999999914,FALSE,crz,New York,M9,-0.1779566343108067,NA,NA
15556,0.33657544470080564,-1.5327501647375963,6.210000000000001,7.742750164737597,0,0.33657544470080564,2025-01-05,840999999916,FALSE,crz,New York,M9,-0.19795939842126387,NA,NA
15583,0.3025126128782726,-0.9018248696136579,5.69,6.591824869613658,0,0.3025126128782726,2025-01-05,840999999991,TRUE,crz,New York,M9,-0.13680959179768276,NA,NA
15587,0.3147643120196439,-1.9272051806325974,5.31,7.237205180632597,0,0.3147643120196439,2025-01-05,840999999995,TRUE,crz,New York,M9,-0.26629135592147773,NA,NA
15588,0.2882063468635622,2.4875435484471136,8.38,5.892456451552888,0,0.2882063468635622,2025-01-05,840999999996,TRUE,crz,New York,M9,0.42215730721124817,NA,NA
15595,0.2740184456559393,0.3238353250647485,5.41,5.086164674935252,0,0.2740184456559393,2025-01-05,840999999913,TRUE,crz,New York,M9,0.06366984668440194,NA,NA
15596,0.2871800737442226,-0.4527495549319954,5.35,5.802749554931995,0,0.2871800737442226,2025-01-05,840999999914,TRUE,crz,New York,M9,-0.07802328028222155,NA,NA
15598,0.33263706371021634,2.0134672139076417,9.75,7.736532786092359,0,0.33263706371021634,2025-01-05,840999999916,TRUE,crz,New York,M9,0.26025446664262414,NA,NA
15625,0.38822391209149437,-0.5039448014157352,9.34,9.843944801415734,0,0.38822391209149437,2025-01-06,840999999991,TRUE,crz,New York,M9,-0.05119337944106096,NA,NA
15629,0.40608086625312306,-2.822474849601196,7.98,10.802474849601197,0,0.40608086625312306,2025-01-06,840999999995,TRUE,crz,New York,M9,-0.2612803907342951,NA,NA
15630,0.37392866969217714,5.2909659466583,14.27,8.9790340533417,0,0.37392866969217714,2025-01-06,840999999996,TRUE,crz,New York,M9,0.5892578104979096,NA,NA
15637,0.36373223558588286,-0.8719514711056914,7.27,8.14195147110569,0,0.36373223558588286,2025-01-06,840999999913,TRUE,crz,New York,M9,-0.1070936708724056,NA,NA
15638,0.3752954580506742,-0.24962336862140058,8.609999999999998,8.859623368621397,0,0.3752954580506742,2025-01-06,840999999914,TRUE,crz,New York,M9,-0.028175392816979675,NA,NA
15640,0.4236831044791598,2.2157392208048323,13.63,11.41426077919517,0,0.4236831044791598,2025-01-06,840999999916,TRUE,crz,New York,M9,0.19412025567555558,NA,NA
15667,0.4214535438523682,-2.487993551500537,7.090000000000001,9.577993551500539,0,0.4214535438523682,2025-01-07,840999999991,TRUE,crz,New York,M9,-0.25976145610483886,NA,NA
15671,0.4394234905504734,-3.9927630764000126,6.55,10.542763076400012,0,0.4394234905504734,2025-01-07,840999999995,TRUE,crz,New York,M9,-0.37872074402751377,NA,NA
15672,0.4101649269603314,-1.7862659426679128,6.94,8.726265942667913,0,0.4101649269603314,2025-01-07,840999999996,TRUE,crz,New York,M9,-0.20469992026415265,NA,NA
15679,0.3956967087758453,-1.6981166045423264,6.22,7.918116604542326,0,0.3956967087758453,2025-01-07,840999999913,TRUE,crz,New York,M9,-0.2144596612240063,NA,NA
15680,0.414592598956392,-1.6123824961563864,7.01,8.622382496156385,0,0.414592598956392,2025-01-07,840999999914,TRUE,crz,New York,M9,-0.18699964851653716,NA,NA
15682,0.45713032530451103,-2.1249601500035498,9.05,11.174960150003551,0,0.45713032530451103,2025-01-07,840999999916,TRUE,crz,New York,M9,-0.19015371164458914,NA,NA
15709,0.3867436749737477,-2.744991999654256,4.2700000000000005,7.0149919996542565,0,0.3867436749737477,2025-01-08,840999999991,TRUE,crz,New York,M9,-0.39130365363061664,NA,NA
15713,0.4069034200434822,-2.865552865280937,4.650000000000001,7.515552865280938,0,0.4069034200434822,2025-01-08,840999999995,TRUE,crz,New York,M9,-0.38128304286418185,NA,NA
15714,0.370534014793508,-1.9113347830355343,4.379999999999999,6.291334783035533,0,0.370534014793508,2025-01-08,840999999996,TRUE,crz,New York,M9,-0.3038043354789214,NA,NA
15721,0.3530551657154592,-1.3368636468365147,3.9799999999999995,5.316863646836515,0,0.3530551657154592,2025-01-08,840999999913,TRUE,crz,New York,M9,-0.2514383921867051,NA,NA
15722,0.37338485404037497,-1.5172756324208065,4.679999999999999,6.197275632420805,0,0.37338485404037497,2025-01-08,840999999914,TRUE,crz,New York,M9,-0.24482945771900777,NA,NA
15724,0.4267108955834415,-1.0281137084423586,7.01,8.038113708442358,0,0.4267108955834415,2025-01-08,840999999916,TRUE,crz,New York,M9,-0.12790484754682432,NA,NA
15751,0.4987058761741223,-6.659957781621613,4,10.659957781621614,0,0.4987058761741223,2025-01-09,840999999991,TRUE,crz,New York,M9,-0.6247639923212235,NA,NA
15755,0.530805714982272,-6.398827150711893,4.929999999999999,11.328827150711891,0,0.530805714982272,2025-01-09,840999999995,TRUE,crz,New York,M9,-0.5648269733120429,NA,NA
15756,0.491854196981589,-4.98731824519792,4.780000000000001,9.767318245197922,0,0.491854196981589,2025-01-09,840999999996,TRUE,crz,New York,M9,-0.5106128540093309,NA,NA
15763,0.4739959519385654,-4.66960639302359,3.9200000000000004,8.589606393023589,0,0.47399595193856536,2025-01-09,840999999913,TRUE,crz,New York,M9,-0.5436345019040928,NA,NA
15764,0.4953172818136766,-5.1782587079065525,4.470000000000001,9.648258707906553,0,0.4953172818136766,2025-01-09,840999999914,TRUE,crz,New York,M9,-0.536703965417415,NA,NA
15766,0.5534696049993838,-4.263208856693207,7.690000000000001,11.953208856693209,0,0.5534696049993838,2025-01-09,840999999916,TRUE,crz,New York,M9,-0.35665810811178283,NA,NA
15793,0.414438473610454,2.8367157286859497,12.42,9.583284271314051,0,0.414438473610454,2025-01-10,840999999991,TRUE,crz,New York,M9,0.2960066349254797,NA,NA
15797,0.4351350306193738,-3.538067230167385,7.02,10.558067230167385,0,0.4351350306193738,2025-01-10,840999999995,TRUE,crz,New York,M9,-0.33510557879932096,NA,NA
15798,0.39767770338648173,-2.6938373460205325,6.049999999999999,8.74383734602053,0,0.39767770338648173,2025-01-10,840999999996,TRUE,crz,New York,M9,-0.3080841099184609,NA,NA
15805,0.37951880876380995,-3.389977646108779,4.519999999999999,7.909977646108778,0,0.37951880876380995,2025-01-10,840999999913,TRUE,crz,New York,M9,-0.4285698136930184,NA,NA
15806,0.4085367463378857,-2.93393227724741,5.69,8.62393227724741,0,0.4085367463378857,2025-01-10,840999999914,TRUE,crz,New York,M9,-0.34020817684155835,NA,NA
15808,0.45911572979446086,-2.13058473074097,9.03,11.16058473074097,0,0.45911572979446086,2025-01-10,840999999916,TRUE,crz,New York,M9,-0.19090260789584249,NA,NA
