date,Region,Value,running_var
2019-06-06,CBD,16.465,-67.02258726899385
2019-06-07,CBD,14.593333333333334,-66.98973305954826
2019-06-08,CBD,7.273333333333333,-66.95687885010267
2019-06-09,CBD,6.355,-66.92402464065708
2019-06-10,CBD,12.345,-66.89117043121149
2019-06-11,CBD,10.37,-66.85831622176592
2019-06-12,CBD,9.358333333333333,-66.82546201232033
2019-06-13,CBD,11.02,-66.79260780287474
2019-06-14,CBD,9.92,-66.75975359342915
2019-06-15,CBD,8.203333333333333,-66.72689938398358
2019-06-16,CBD,12.33,-66.69404517453799
2019-06-17,CBD,17.195,-66.6611909650924
2019-06-18,CBD,26.43,-66.62833675564681
2019-06-19,CBD,15.061666666666667,-66.59548254620123
2019-06-20,CBD,33.221666666666664,-66.56262833675565
2019-06-21,CBD,9.7,-66.52977412731006
2019-06-22,CBD,9.185,-66.49691991786447
2019-06-23,CBD,7.196666666666666,-66.46406570841889
2019-06-24,CBD,10.703333333333333,-66.43121149897331
2019-06-25,CBD,24.26,-66.39835728952772
2019-06-26,CBD,11.533333333333333,-66.36550308008214
2019-06-27,CBD,9.988333333333333,-66.33264887063655
2019-06-28,CBD,12.443333333333333,-66.29979466119096
2019-06-29,CBD,9.623333333333333,-66.26694045174538
2019-06-30,CBD,9.791666666666666,-66.2340862422998
2019-07-01,CBD,12.088333333333333,-66.20123203285421
2019-07-02,CBD,10.586666666666668,-66.16837782340862
2019-07-03,CBD,16.486666666666668,-66.13552361396304
2019-07-04,CBD,10.82,-66.10266940451746
2019-07-05,CBD,15.916666666666666,-66.06981519507187
2019-07-06,CBD,16.558,-66.03696098562628
2019-07-07,CBD,18.491666666666667,-66.00410677618069
2019-07-08,CBD,15.308333333333334,-65.97125256673512
2019-07-09,CBD,13.383333333333333,-65.93839835728953
2019-07-10,CBD,24.1,-65.90554414784394
2019-07-11,CBD,13.683333333333334,-65.87268993839835
2019-07-12,CBD,15.258333333333333,-65.83983572895278
2019-07-13,CBD,11.681666666666667,-65.80698151950719
2019-07-14,CBD,11.09,-65.7741273100616
2019-07-15,CBD,8.745000000000001,-65.74127310061601
2019-07-16,CBD,13.811666666666667,-65.70841889117042
2019-07-17,CBD,22.448333333333334,-65.67556468172485
2019-07-18,CBD,27.09,-65.64271047227926
2019-07-19,CBD,22.088333333333335,-65.60985626283367
2019-07-20,CBD,11.566,-65.57700205338809
2019-07-21,CBD,11.344999999999999,-65.54414784394251
2019-07-22,CBD,10.278333333333334,-65.51129363449692
2019-07-23,CBD,12.945,-65.47843942505133
2019-07-24,CBD,15.605,-65.44558521560575
2019-07-25,CBD,14.645,-65.41273100616016
2019-07-26,CBD,14.461666666666666,-65.37987679671458
2019-07-27,CBD,15.566666666666666,-65.347022587269
2019-07-28,CBD,14.475,-65.3141683778234
2019-07-29,CBD,19.198333333333334,-65.28131416837782
2019-07-30,CBD,21.016666666666666,-65.24845995893224
2019-07-31,CBD,24.263333333333332,-65.21560574948666
2019-08-01,CBD,13.855,-65.18275154004107
2019-08-02,CBD,16.536666666666665,-65.14989733059548
2019-08-03,CBD,11.29,-65.11704312114989
2019-08-04,CBD,11.336666666666666,-65.08418891170432
2019-08-05,CBD,16.311666666666667,-65.05133470225873
2019-08-06,CBD,22.759999999999998,-65.01848049281314
2019-08-07,CBD,18.088333333333335,-64.98562628336755
2019-08-08,CBD,18.221666666666668,-64.95277207392198
2019-08-09,CBD,13.231666666666667,-64.91991786447639
2019-08-10,CBD,6.773333333333333,-64.8870636550308
2019-08-11,CBD,6.158333333333333,-64.85420944558521
2019-08-12,CBD,11.015,-64.82135523613962
2019-08-13,CBD,18.615000000000002,-64.78850102669405
2019-08-14,CBD,25.033333333333335,-64.75564681724846
2019-08-15,CBD,20.39666666666667,-64.72279260780287
2019-08-16,CBD,18.641666666666666,-64.68993839835728
2019-08-17,CBD,14.48,-64.65708418891171
2019-08-18,CBD,17.183333333333334,-64.62422997946612
2019-08-19,CBD,17.697499999999998,-64.59137577002053
2019-08-20,CBD,13.098333333333334,-64.55852156057495
2019-08-21,CBD,17.36,-64.52566735112936
2019-08-22,CBD,12.636666666666667,-64.49281314168378
2019-08-23,CBD,12.923333333333332,-64.4599589322382
2019-08-24,CBD,7.8533333333333335,-64.4271047227926
2019-08-25,CBD,7.476666666666667,-64.39425051334702
2019-08-26,CBD,10.065000000000001,-64.36139630390144
2019-08-27,CBD,10.608333333333334,-64.32854209445586
2019-08-28,CBD,12.629999999999999,-64.29568788501027
2019-08-29,CBD,10.483333333333334,-64.26283367556468
2019-08-30,CBD,10.4,-64.22997946611909
2019-08-31,CBD,7.455,-64.19712525667352
2019-09-01,CBD,7.5649999999999995,-64.16427104722793
2019-09-02,CBD,11.005,-64.13141683778234
2019-09-03,CBD,13.653333333333334,-64.09856262833675
2019-09-04,CBD,19.055,-64.06570841889118
2019-09-05,CBD,11.415,-64.03285420944559
2019-09-06,CBD,14.771666666666667,-64
2019-09-07,CBD,9.128333333333334,-63.96714579055441
2019-09-08,CBD,7.695,-63.93429158110883
2019-09-09,CBD,11.66,-63.90143737166324
2019-09-10,CBD,13.261666666666667,-63.86858316221766
2019-09-11,CBD,18.386,-63.83572895277207
2019-09-12,CBD,17.565,-63.80287474332649
2019-09-13,CBD,9.758333333333333,-63.7700205338809
2019-09-14,CBD,9.795,-63.73716632443532
2019-09-15,CBD,6.95,-63.70431211498973
2019-09-16,CBD,12.74,-63.671457905544145
2019-09-17,CBD,8.808333333333334,-63.63860369609856
2019-09-18,CBD,10.965,-63.605749486652975
