date,Region,Value,running_var
2019-05-08,Outside CBD,4.626666666666667,-67.97535934291581
2019-05-09,Outside CBD,10.263333333333334,-67.94250513347022
2019-05-13,Outside CBD,3.995,-67.81108829568788
2019-05-17,Outside CBD,8.97,-67.67967145790554
2019-05-20,Outside CBD,12.856666666666667,-67.58110882956879
2019-05-23,Outside CBD,5.09,-67.48254620123203
2019-05-24,Outside CBD,8.0216666666666665,-67.44969199178645
2019-05-25,Outside CBD,3.48,-67.41683778234086
2019-05-26,Outside CBD,4.640000000000001,-67.38398357289527
2019-05-27,Outside CBD,4.318333333333333,-67.35112936344969
2019-05-28,Outside CBD,7.085,-67.31827515400411
2019-05-29,Outside CBD,8.731666666666667,-67.28542094455852
2019-05-30,Outside CBD,8.963333333333333,-67.25256673511294
2019-05-31,Outside CBD,7.363333333333334,-67.21971252566735
2019-06-01,Outside CBD,13.533333333333333,-67.18685831622176
2019-06-02,Outside CBD,17.413333333333334,-67.15400410677618
2019-06-03,Outside CBD,8.2,-67.1211498973306
2019-06-04,Outside CBD,3.8625,-67.08829568788501
2019-06-05,Outside CBD,4.6466666666666665,-67.05544147843942
2019-06-06,Outside CBD,17.656,-67.02258726899385
2019-06-07,CBD,9.663333333333334,-66.98973305954826
2019-06-07,Outside CBD,13.133333333333333,-66.98973305954826
2019-06-08,CBD,17.433333333333334,-66.95687885010267
2019-06-08,Outside CBD,20.833333333333332,-66.95687885010267
2019-06-09,CBD,5.398333333333333,-66.92402464065708
2019-06-09,Outside CBD,5.661666666666667,-66.92402464065708
2019-06-10,CBD,6.003333333333334,-66.89117043121149
2019-06-10,Outside CBD,4.3966666666666665,-66.89117043121149
2019-06-11,CBD,10.986666666666666,-66.85831622176592
2019-06-11,Outside CBD,7.545,-66.85831622176592
2019-06-12,CBD,6.1466666666666665,-66.82546201232033
2019-06-12,Outside CBD,4.625,-66.82546201232033
2019-06-13,CBD,4.7299999999999995,-66.79260780287474
2019-06-13,Outside CBD,3.361666666666667,-66.79260780287474
2019-06-14,CBD,11.186666666666667,-66.75975359342915
2019-06-14,Outside CBD,8.278333333333332,-66.75975359342915
2019-06-15,CBD,6.425,-66.72689938398358
2019-06-15,Outside CBD,5.415,-66.72689938398358
2019-06-16,CBD,9.388333333333334,-66.69404517453799
2019-06-16,Outside CBD,7.37,-66.69404517453799
2019-06-17,CBD,9.211666666666666,-66.6611909650924
2019-06-17,Outside CBD,9.565,-66.6611909650924
2019-06-18,CBD,26.207500000000003,-66.62833675564681
2019-06-18,Outside CBD,23.581666666666667,-66.62833675564681
2019-06-19,CBD,26.86,-66.59548254620123
2019-06-19,Outside CBD,12.285,-66.59548254620123
2019-06-20,CBD,10.841666666666667,-66.56262833675565
2019-06-20,Outside CBD,6.59,-66.56262833675565
2019-06-21,CBD,6.68,-66.52977412731006
2019-06-21,Outside CBD,5.645,-66.52977412731006
2019-06-22,CBD,5.483333333333333,-66.49691991786447
2019-06-22,Outside CBD,4.66,-66.49691991786447
2019-06-23,CBD,4.595,-66.46406570841889
2019-06-23,Outside CBD,4.05,-66.46406570841889
2019-06-24,CBD,5.473333333333334,-66.43121149897331
2019-06-24,Outside CBD,5.308333333333334,-66.43121149897331
2019-06-25,CBD,8.358333333333334,-66.39835728952772
2019-06-25,Outside CBD,5.816666666666666,-66.39835728952772
2019-06-26,CBD,11.86,-66.36550308008214
2019-06-26,Outside CBD,14.648333333333333,-66.36550308008214
2019-06-27,CBD,6.55,-66.33264887063655
2019-06-27,Outside CBD,6.5633333333333335,-66.33264887063655
2019-06-28,CBD,6.956666666666667,-66.29979466119096
2019-06-28,Outside CBD,8.2716666666666665,-66.29979466119096
2019-06-29,CBD,15.851666666666667,-66.26694045174538
2019-06-29,Outside CBD,13.513333333333334,-66.26694045174538
2019-06-30,CBD,7.47,-66.2340862422998
2019-06-30,Outside CBD,6.8549999999999995,-66.2340862422998
2019-07-01,CBD,3.8366666666666664,-66.20123203285421
2019-07-01,Outside CBD,3.9033333333333333,-66.20123203285421
2019-07-02,CBD,5.51,-66.16837782340862
2019-07-02,Outside CBD,5.503333333333334,-66.16837782340862
2019-07-03,CBD,8.961666666666666,-66.13552361396304
2019-07-03,Outside CBD,8.221666666666666,-66.13552361396304
2019-07-04,CBD,24.528333333333332,-66.10266940451746
2019-07-04,Outside CBD,25.895,-66.10266940451746
2019-07-05,CBD,17.02,-66.06981519507187
2019-07-05,Outside CBD,13.275,-66.06981519507187
2019-07-06,CBD,14.241666666666667,-66.03696098562628
2019-07-06,Outside CBD,12.07,-66.03696098562628
2019-07-07,CBD,7.215,-66.00410677618069
2019-07-07,Outside CBD,6.29,-66.00410677618069
2019-07-08,CBD,10.183333333333334,-65.97125256673512
2019-07-08,Outside CBD,6.651666666666666,-65.97125256673512
2019-07-09,CBD,17.745,-65.93839835728953
2019-07-09,Outside CBD,15.365,-65.93839835728953
2019-07-10,CBD,17.261666666666667,-65.90554414784394
2019-07-10,Outside CBD,18.171666666666667,-65.90554414784394
2019-07-11,CBD,15.776666666666667,-65.87268993839835
2019-07-11,Outside CBD,12.52,-65.87268993839835
2019-07-12,CBD,7.4,-65.83983572895278
2019-07-12,Outside CBD,5.635,-65.83983572895278
2019-07-13,CBD,11.218333333333334,-65.80698151950719
2019-07-13,Outside CBD,10.251666666666667,-65.80698151950719
2019-07-14,CBD,10.38,-65.7741273100616
2019-07-14,Outside CBD,9.68,-65.7741273100616
2019-07-15,CBD,4.976666666666667,-65.74127310061601
2019-07-15,Outside CBD,4.405,-65.74127310061601
