date,Region,Value,running_var
2019-05-07,Outside CBD,5.3375,-68.0082135523614
2019-05-08,Outside CBD,5.46,-67.97535934291581
2019-05-09,Outside CBD,8.372307692307693,-67.94250513347022
2019-05-13,Outside CBD,5.388947368421053,-67.81108829568788
2019-05-17,Outside CBD,8.3,-67.67967145790554
2019-05-18,Outside CBD,5.905,-67.64681724845995
2019-05-19,Outside CBD,5.43,-67.61396303901438
2019-05-20,Outside CBD,11.905,-67.58110882956879
2019-05-22,Outside CBD,3.9399999999999995,-67.51540041067761
2019-05-23,Outside CBD,5.631666666666667,-67.48254620123203
2019-05-24,Outside CBD,6.648571428571429,-67.44969199178645
2019-05-25,Outside CBD,3.787857142857143,-67.41683778234086
2019-05-26,Outside CBD,5.740714285714286,-67.38398357289527
2019-05-27,Outside CBD,4.498666666666667,-67.35112936344969
2019-05-28,Outside CBD,6.9556000000000004,-67.31827515400411
2019-05-29,Outside CBD,10.467272727272727,-67.28542094455852
2019-05-30,Outside CBD,12.66125,-67.25256673511294
2019-05-31,Outside CBD,9.4625,-67.21971252566735
2019-06-01,Outside CBD,12.8025,-67.18685831622176
2019-06-02,Outside CBD,17.51625,-67.15400410677618
2019-06-03,Outside CBD,6.1513333333333335,-67.1211498973306
2019-06-04,Outside CBD,3.865,-67.08829568788501
2019-06-05,Outside CBD,8.073548387096773,-67.05544147843942
2019-06-06,CBD,11.646666666666667,-67.02258726899385
2019-06-06,Outside CBD,12.853870967741935,-67.02258726899385
2019-06-07,CBD,12.0203125,-66.98973305954826
2019-06-07,Outside CBD,10.6328125,-66.98973305954826
2019-06-08,CBD,9.881935483870967,-66.95687885010267
2019-06-08,Outside CBD,10.387741935483872,-66.95687885010267
2019-06-09,CBD,5.769375,-66.92402464065708
2019-06-09,Outside CBD,5.0803125,-66.92402464065708
2019-06-10,CBD,9.927,-66.89117043121149
2019-06-10,Outside CBD,5.838333333333333,-66.89117043121149
2019-06-11,CBD,9.786875,-66.85831622176592
2019-06-11,Outside CBD,4.8371875,-66.85831622176592
2019-06-12,CBD,8.853125,-66.82546201232033
2019-06-12,Outside CBD,4.79375,-66.82546201232033
2019-06-13,CBD,8.2734375,-66.79260780287474
2019-06-13,Outside CBD,3.5593548387096776,-66.79260780287474
2019-06-14,CBD,10.0053125,-66.75975359342915
2019-06-14,Outside CBD,5.132187500000001,-66.75975359342915
2019-06-15,CBD,8.2634375,-66.72689938398358
2019-06-15,Outside CBD,5.4871875,-66.72689938398358
2019-06-16,CBD,10.6365625,-66.69404517453799
2019-06-16,Outside CBD,8.040625,-66.69404517453799
2019-06-17,CBD,13.440333333333333,-66.6611909650924
2019-06-17,Outside CBD,8.596666666666666,-66.6611909650924
2019-06-18,CBD,21.642692307692307,-66.62833675564681
2019-06-18,Outside CBD,16.816875,-66.62833675564681
2019-06-19,CBD,19.767666666666667,-66.59548254620123
2019-06-19,Outside CBD,10.345161290322581,-66.59548254620123
2019-06-20,CBD,19.4158064516129,-66.56262833675565
2019-06-20,Outside CBD,12.178064516129032,-66.56262833675565
2019-06-21,CBD,8.630625,-66.52977412731006
2019-06-21,Outside CBD,5.2053125,-66.52977412731006
2019-06-22,CBD,7.3096875,-66.49691991786447
2019-06-22,Outside CBD,4.4371875,-66.49691991786447
2019-06-23,CBD,6.343125,-66.46406570841889
2019-06-23,Outside CBD,4.477741935483871,-66.46406570841889
2019-06-24,CBD,9.388666666666667,-66.43121149897331
2019-06-24,Outside CBD,6.173666666666667,-66.43121149897331
2019-06-25,CBD,14.1603125,-66.39835728952772
2019-06-25,Outside CBD,9.6103125,-66.39835728952772
2019-06-26,CBD,12.069032258064516,-66.36550308008214
2019-06-26,Outside CBD,9.25,-66.36550308008214
2019-06-27,CBD,9.2,-66.33264887063655
2019-06-27,Outside CBD,6.866,-66.33264887063655
2019-06-28,CBD,10.8075,-66.29979466119096
2019-06-28,Outside CBD,7.99,-66.29979466119096
2019-06-29,CBD,13.8896875,-66.26694045174538
2019-06-29,Outside CBD,12.205,-66.26694045174538
2019-06-30,CBD,8.8128125,-66.2340862422998
2019-06-30,Outside CBD,6.6290625,-66.2340862422998
2019-07-01,CBD,8.441333333333333,-66.20123203285421
2019-07-01,Outside CBD,5.277666666666667,-66.20123203285421
2019-07-02,CBD,8.3575,-66.16837782340862
2019-07-02,Outside CBD,6.026875,-66.16837782340862
2019-07-03,CBD,13.895625,-66.13552361396304
2019-07-03,Outside CBD,9.659375,-66.13552361396304
2019-07-04,CBD,17.372903225806454,-66.10266940451746
2019-07-04,Outside CBD,15.999375,-66.10266940451746
2019-07-05,CBD,15.6465625,-66.06981519507187
2019-07-05,Outside CBD,11.3990625,-66.06981519507187
2019-07-06,CBD,16.430967741935483,-66.03696098562628
2019-07-06,Outside CBD,14.512187500000001,-66.03696098562628
2019-07-07,CBD,12.823125,-66.00410677618069
2019-07-07,Outside CBD,10.719375,-66.00410677618069
2019-07-08,CBD,11.970333333333334,-65.97125256673512
2019-07-08,Outside CBD,6.993666666666667,-65.97125256673512
2019-07-09,CBD,17.7115625,-65.93839835728953
2019-07-09,Outside CBD,12.37375,-65.93839835728953
2019-07-10,CBD,19.700625,-65.90554414784394
2019-07-10,Outside CBD,16.795,-65.90554414784394
2019-07-11,CBD,13.3415625,-65.87268993839835
2019-07-11,Outside CBD,9.2746875,-65.87268993839835
2019-07-12,CBD,11.9159375,-65.83983572895278
2019-07-12,Outside CBD,8.169062499999999,-65.83983572895278
2019-07-13,CBD,12.001875,-65.80698151950719
2019-07-13,Outside CBD,9.7775,-65.80698151950719
